"plot","census","dominant_PFT","acom","bcom","ccom","minDBHcom","maxDBHcom","maxDBHdead","pattern","nb_trees","nb_deaths"
"T1906","2020-2025","EB-tree",-2.15915059756245,-0.154975928296675,-0.717725566869429,1.01859163578813,45.9957785535578,10.0267614147894,"Declined",236,40
"T1907","2020-2025","EB-tree",-2.38951773906372,-0.0587738317479068,-0.604278481479825,1.01859163578813,57.2321175358456,15.7563393660976,"Declined",311,56
"T1908","2020-2025","EB-tree",-2.67431533539006,-0.0525867888882679,-0.603971469087353,1.01859163578813,59.1419768529483,12.8597194018251,"Declined",287,43
"T1909","2020-2025","EB-tree",-2.90107767966376,0.0289488299351932,-0.939624077534842,1.01859163578813,59.364793773277,29.7619743581844,"U-shaped",309,37
"T1910","2020-2025","EB-tree",-3.53620922311199,-0.00479782781705941,-0.0315686990094306,1.01859163578813,47.1416941438194,34.2183127647575,"Declined",308,40
"T1911","2020-2025","EB-tree",-2.72168366400382,0.0870501894090079,-1.1703303695701,1.01859163578813,48.70141258612,37.1467637176484,"U-shaped",233,33
"T1912","2020-2025","EB-tree",-2.38101342219682,0.0568810767315926,-1.3599907218299,1.01859163578813,51.2478916755903,20.0535228295788,"U-shaped",182,31
"T1913","2020-2025","EB-tree",-2.30283807059076,-0.28279730475012,-0.0437574972464272,1.01859163578813,44.1495812136918,6.65267662124123,"Declined",301,59
"T1914","2020-2025","EB-tree",-2.48277920800566,-0.0180898307588717,-0.474730398756185,1.01859163578813,51.8845114479579,39.1839469892246,"Declined",227,48
"T1915","2020-2025","DB-tree",-4.03983539040902,-0.00804750352268534,0.085407432812749,1.01859163578813,51.725356504866,39.5340878640268,"Unimodal",217,20
"T1916","2020-2025","DB-tree",-2.70265114403316,-0.111177334242748,-0.173438787892354,1.01859163578813,74.0070485377313,22.1225370897735,"Declined",270,49
"T1917","2020-2025","EB-tree",-2.91189537785588,-0.239050331228929,-0.249552111933557,1.05042262440651,45.2954968039534,8.43521198387045,"Declined",213,20
"T1918","2020-2025","EB-tree",-2.95158606269698,-0.130972092917378,-0.0259343594666237,1.11408460164327,48.3831026999362,13.5281701628111,"Declined",231,33
"T1919","2020-2025","EB-tree",-3.02324595692582,-0.0738653906268184,0.216952388385031,1.11408460164327,43.4811304527058,43.4811304527058,"Unimodal",311,62
"T1920","2020-2025","EB-tree",-2.6447460205658,-0.383533051878515,0.928501962722659,1.01859163578813,38.038031398963,9.45380361965858,"Unimodal",247,47
"T2001","2020-2025","DB-tree",-2.03560014032871,0.0748816490768816,-1.61916190913278,1.01859163578813,84.5112747817964,30.0484532557498,"U-shaped",354,56
"T2002","2020-2025","EB-tree",-2.89489327950667,0.0475760325434992,-1.34434590422558,1.01859163578813,42.3352148624442,15.533522445769,"U-shaped",327,33
"T2003","2020-2025","EB-tree",-3.91451962743274,-0.0855788698213594,0.267901826306909,1.01859163578813,37.4014116265954,15.7563393660976,"Unimodal",444,40
"T2004","2020-2025","EB-tree",-1.24632695448643,-2.40597776701746,3.61297678701802,1.01859163578813,37.2422566835035,3.88338061144225,"Unimodal",493,47
"T2005","2020-2025","EB-tree",-2.57931343366305,0.0694207806103201,-1.4342257916025,1.01859163578813,45.5501447129004,23.3957766345086,"U-shaped",430,59
"T2006","2020-2025","DB-tree",-3.13225697326054,-0.0811541643476548,-0.231480024880633,1.01859163578813,58.2825401602521,16.2656351839917,"Declined",346,42
"T2007","2020-2025","EB-tree",-2.83330600394969,-0.20282926818634,0.0130395429876825,1.01859163578813,41.4121161925112,12.1594376522208,"Declined",383,56
"T2008","2020-2025","DB-tree",-2.6513747791534,0.0440085489247838,-1.09842830509628,1.01859163578813,52.9349340723644,22.249861044247,"U-shaped",332,46
"T2009","2020-2025","EB-tree",-2.61082032787794,-0.0199235256772908,-1.1032711515863,1.01859163578813,57.9642302740683,8.30788802939694,"Declined",350,39
"T2010","2020-2025","EB-tree",-2.84982713577044,-0.0777849641485033,-0.550164696081413,1.05042262440651,37.1785947062668,7.79859221150287,"Declined",376,48
"T2011","2020-2025","EB-tree",-3.03806456339762,0.0366643247957992,-0.999794995187235,1.05042262440651,48.1284547909891,16.965916933596,"U-shaped",367,40
"T2012","2020-2025","EB-tree",-3.45359610400291,-1.72244221595878,5.09214324793042,1.08225361302489,45.3909897698085,5.12478916755903,"Unimodal",161,15
"T2013","2020-2025","EB-tree",-0.0150897166999038,-3.2465783465779,5.51139887573646,1.08225361302489,53.157750992693,3.31042281631142,"Unimodal",124,20
"T2014","2020-2025","EB-tree",-1.87590104691297,-1.74424081489005,2.84988346223494,1.05042262440651,42.7490177144831,4.45633840657307,"Unimodal",113,11
"T2015","2020-2025","EB-tree",-1.70820072043863,-2.01238789850004,4.23850060017067,1.05042262440651,48.70141258612,4.77464829275686,"Unimodal",133,21
"T2016","2020-2025","DB-tree",-2.98261070410836,-0.559815544370257,1.27320287440521,1.01859163578813,65.412681610769,6.78000057571474,"Unimodal",171,23
"T2017","2020-2025","DB-tree",-2.33345532620426,0.0480617309617847,-1.14543122008636,1.14591559026165,40.9028203746171,17.2523958311615,"U-shaped",198,33
"T2018","2020-2025","EB-tree",-2.31564753779838,-0.0831233721357165,-0.44578388943279,1.05042262440651,52.7757791292725,14.5467617985992,"Declined",151,29
"T2019","2020-2025","DB-tree",-1.83354043630477,0.0495768949186739,-1.16812755735351,1.05042262440651,42.8126796917199,33.9636648558105,"U-shaped",144,31
"T2020","2020-2025","DB-tree",-3.20342900420133,0.0237479979456112,-0.242422212995975,1.3687325105903,45.9957785535578,30.653242039499,"U-shaped",55,9
"T2101","2020-2025","EB-tree",-2.7785754330096,0.0998109820486753,-1.38166265790528,1.01859163578813,62.3250757147862,43.3538064982323,"U-shaped",396,56
"T2102","2020-2025","EB-tree",-3.03287162393817,0.0853598358981563,-0.856888576353188,1.01859163578813,37.9107074444895,33.8681718899553,"U-shaped",330,47
"T2103","2020-2025","EB-tree",-3.92813726766223,0.0297908749724417,-0.253404615026528,1.01859163578813,43.5766234185609,31.5445097208137,"U-shaped",316,28
"T2104","2020-2025","EB-tree",-2.89224202624451,-0.0202556167625393,-0.802604941682851,1.01859163578813,43.3538064982323,11.9684517205105,"Declined",361,44
"T2105","2020-2025","EB-tree",-3.06553097335542,-0.076516730650293,-0.604475453965501,1.01859163578813,58.8873289440013,13.8783110376133,"Declined",382,41
"T2106","2020-2025","EB-tree",-3.38923405776193,0.0577464796898819,-0.710206667555693,1.01859163578813,43.5129614413242,40.9664823518539,"U-shaped",400,43
"T2107","2020-2025","EB-tree",-3.18927073294517,0.116769179447878,-1.5504349141655,1.11408460164327,45.5819757015188,38.7064821599489,"U-shaped",339,23
"T2108","2020-2025","DB-tree",-2.72570727329291,-0.0148459410173646,-1.00350545545252,1.01859163578813,40.1707076363944,10.3450713009732,"Declined",331,31
"T2109","2020-2025","DB-tree",-2.45636129026531,0.0312321346320189,-1.10982679581882,1.08225361302489,45.2000038380983,21.4859173174059,"U-shaped",453,67
"T2110","2020-2025","EB-tree",-2.77677832639881,0.105613772983275,-1.11688307688524,1.05042262440651,44.7225390088226,28.5205658020676,"U-shaped",412,58
"T2111","2020-2025","EB-tree",-2.65811301518109,-0.00774472232813618,-0.930365440994018,1.05042262440651,37.4014116265954,11.4591559026165,"Declined",330,43
"T2112","2020-2025","EB-tree",-2.20588354107475,-0.164705180227775,-0.247170487631502,1.11408460164327,43.7676093502712,9.10366274485641,"Declined",272,57
"T2113","2020-2025","EB-tree",-2.42929427671486,0.0665399713798285,-1.17189630569289,1.01859163578813,36.7329608656094,36.7329608656094,"U-shaped",135,23
"T2114","2020-2025","EB-tree",-2.67071272466232,-0.0710072423084322,-0.233442747396677,1.05042262440651,71.3332454937875,11.7774657888003,"Declined",201,36
"T2115","2020-2025","EB-tree",-2.59784269033967,-0.367569516812417,1.25748822007845,1.05042262440651,38.4200032623835,10.9498600847224,"Unimodal",126,35
"T2116","2020-2025","EB-tree",-2.2582485261117,-0.252014885733715,0.246895984468521,1.01859163578813,45.677468667374,11.1090150278143,"Declined",185,44
"T2117","2020-2025","EB-tree",-1.81200734796084,-0.0828580773845268,-0.90113657891381,1.01859163578813,34.9185945143618,8.88084582452776,"Declined",458,116
"T2118","2020-2025","EB-tree",-2.42038988591164,-0.0522420390452175,-0.647609961275325,1.01859163578813,39.0884540233695,17.634367694582,"Declined",242,43
"T2119","2020-2025","EB-tree",-2.53527647562509,-0.160852132491317,0.303377243191076,1.01859163578813,36.9557777859381,17.9526775807658,"Unimodal",227,54
"T2120","2020-2025","DB-tree",-2.60769012586891,-0.718849096526047,1.88611142565163,1.2095775674984,68.4684565181334,6.81183156433312,"Unimodal",56,7
"T2201","2020-2025","EB-tree",-2.46128481846601,-0.497226785840472,-0.103517726870959,1.05042262440651,59.0464838870932,5.88873289440013,"Declined",348,33
"T2202","2020-2025","EB-tree",-2.44377525919622,-0.0792485396664494,-0.918433117458705,1.05042262440651,40.2662006022495,13.4008462083376,"Declined",395,53
"T2203","2020-2025","EB-tree",-3.14344407285046,0.0548617251036119,-0.577562983095231,1.01859163578813,40.2980315908679,30.0166222671315,"U-shaped",377,52
"T2204","2020-2025","EB-tree",-3.18935199273273,-0.0502861275491568,-0.364784228234797,1.05042262440651,42.7490177144831,14.6422547644544,"Declined",347,38
"T2205","2020-2025","EB-tree",-3.28356050565695,-0.0496882775675452,-0.0819477504336495,1.05042262440651,51.7890184821027,16.0109872750447,"Declined",338,45
"T2206","2020-2025","EB-tree",-3.34444593008571,0.0734571918365372,-0.825405642133001,0.923098669932993,40.5845104884333,32.5949323452202,"U-shaped",358,36
"T2207","2020-2025","EB-tree",-3.20383706436935,-0.064265313085458,-0.801906371157761,0.986760647169751,34.7276085826516,8.59436692696235,"Declined",465,39
"T2208","2020-2025","EB-tree",-2.6380498925856,0.117241159512323,-1.46854685271093,0.986760647169751,51.4070466186822,51.4070466186822,"U-shaped",448,63
"T2209","2020-2025","EB-tree",-2.15336286408486,0.0740381634124979,-1.44167460249656,0.954929658551372,44.3723981340204,34.4729606737045,"U-shaped",400,65
"T2210","2020-2025","EB-tree",-3.19319899825053,-0.022334936513794,-0.32019880056341,1.01859163578813,36.2236650477154,25.4647908947033,"Declined",458,60
"T2211","2020-2025","EB-tree",-2.01932823170287,0.138608943783357,-1.66122070159268,1.01859163578813,47.109863155201,29.1571855744352,"U-shaped",342,76
"T2212","2020-2025","EB-tree",-2.08737348224804,0.0440060990857142,-0.978194653687495,1.11408460164327,44.085919236455,28.4887348134493,"U-shaped",265,65
"T2213","2020-2025","EB-tree",-2.47157431864282,-0.145331386021789,0.155340221301478,1.11408460164327,64.6169068953095,19.0985931710274,"Declined",183,42
"T2214","2020-2025","EB-tree",-1.90555259314727,-0.593532808736443,1.26736034333587,1.05042262440651,36.2236650477154,14.6422547644544,"Unimodal",201,60
"T2215","2020-2025","EB-tree",-2.30006844694931,-0.0614370472860167,-0.00742621210258562,1.11408460164327,34.6957775940332,21.0084524881302,"Declined",157,48
"T2216","2020-2025","DB-tree",-2.82513888536605,-0.33843483784007,0.906594671466913,1.08225361302489,42.8126796917199,12.9233813790619,"Unimodal",146,25
"T2217","2020-2025","DB-tree",-3.37252555790681,-0.0581548327662305,0.0171775090870902,1.17774657888003,52.2664833113784,20.2126777726707,"Declined",190,23
"T2218","2020-2025","EB-tree",-3.92711493565381,-0.101077470691191,0.787588847412557,1.27323954473516,39.1202850119879,21.1994384198405,"Unimodal",136,21
"T2219","2020-2025","EB-tree",-2.25154028886057,-0.195255806234245,-0.0594901863621449,1.05042262440651,39.5977498412636,17.8571846149107,"Declined",193,39
"T2220","2020-2025","DB-tree",-1.26764446835689,0.0155295348749044,-0.775040638421181,1.14591559026165,37.3377496493586,29.1253545858168,"Declined",59,20
"T2301","2020-2025","EB-tree",-4.69195815615952,-0.114827578609095,-0.0223284489581136,1.01859163578813,66.1766253376101,9.54929658551372,"Declined",326,10
"T2302","2020-2025","EB-tree",-2.79880027188898,-0.26869641829106,-0.775041773232259,1.11408460164327,45.2000038380983,6.04788783749202,"Declined",303,21
"T2303","2020-2025","EB-tree",-3.10336914363716,0.00795381690126347,-0.332377664342473,1.05042262440651,66.845076098596,27.5656361435163,"U-shaped",297,46
"T2304","2020-2025","EB-tree",-3.52552556441995,0.0289985471774163,-0.498489650704611,1.01859163578813,43.7039473730345,20.2126777726707,"U-shaped",305,31
"T2305","2020-2025","EB-tree",-2.3603450415843,-0.285759281432447,-0.681037604802725,1.01859163578813,60.4788783749202,7.13014145051691,"Declined",436,57
"T2306","2020-2025","EB-tree",-1.9931466296283,0.133128420674279,-2.43942994752092,1.11408460164327,41.6349331128398,10.9498600847224,"U-shaped",467,53
"T2307","2020-2025","EB-tree",-2.89031265604799,-0.037348251339362,-0.59900612165862,1.01859163578813,40.7436654315252,12.6687334701149,"Declined",447,62
"T2308","2020-2025","DB-tree",-3.00244997463016,0.0462257890047095,-0.724281580170328,1.05042262440651,43.5447924299426,23.5867625662189,"U-shaped",432,57
"T2309","2020-2025","DB-tree",-2.26336298313075,0.00330183718384609,-1.10071349387266,1.01859163578813,49.4971873015795,13.1143673107722,"Declined",361,62
"T2310","2020-2025","EB-tree",-2.71282591467938,0.113938020623268,-1.19170173994435,1.05042262440651,41.9532429990236,39.884228738829,"U-shaped",369,53
"T2311","2020-2025","DB-tree",-2.48243926832581,0.0345043031513024,-1.02067572014736,1.01859163578813,41.1256372949458,17.4115507742534,"U-shaped",203,32
"T2312","2020-2025","EB-tree",-2.52882934660898,0.0293358065345772,-0.962033264947341,1.01859163578813,44.7862009860593,30.3349321533153,"U-shaped",244,43
"T2313","2020-2025","EB-tree",-3.19621696864583,-0.0706173399849366,0.186334951946955,1.11408460164327,65.8901464400447,33.422538049298,"Unimodal",157,25
"T2314","2020-2025","EB-tree",-1.98491325446814,-0.00882679607686835,-0.515578259318303,1.11408460164327,36.0008481273867,24.8281711223357,"Declined",244,71
"T2315","2020-2025","EB-tree",-2.11588213806338,-0.267960587301838,0.383784886514774,1.01859163578813,67.1633859847798,10.0267614147894,"Unimodal",179,48
"T2316","2020-2025","DB-tree",-5.70607411840745,-5.18635477213841,17.4550530019959,1.27323954473516,49.6563422446713,4.39267642933631,"Unimodal",52,8
"T2317","2020-2025","DB-tree",-1.50446901522331,-0.0960940552386759,-0.77689726584659,1.43239448782706,43.0354966120485,16.9340859449777,"Declined",76,16
"T2318","2020-2025","DB-tree",-2.23708969669473,-0.107492222178103,-0.647148148675279,2.10084524881302,60.4788783749202,14.1647899351787,"Declined",41,4
"T2319","2020-2025","DB-tree",-2.16825762480668,-0.0902788161325375,-0.00158854905932004,1.3687325105903,34.3138057306126,23.3957766345086,"Declined",50,15
"T2320","2020-2025","DB-tree",-2.81699413315019,-0.366569889059854,0.611433548891125,1.11408460164327,45.9957785535578,8.0532401204499,"Unimodal",130,18
"T2401","2020-2025","EB-tree",-2.97153848600363,0.0625426130043462,-1.31021703145582,1.01859163578813,48.3831026999362,23.1092977369432,"U-shaped",296,26
"T2402","2020-2025","EB-tree",-2.31396969073878,0.0214327120754034,-1.82120178987946,1.11408460164327,45.3273277925718,8.78535285867262,"Declined",242,24
"T2403","2020-2025","EB-tree",-2.61813299396835,0.0930538175792819,-1.62391198743096,0.954929658551372,51.8845114479579,22.1543680783918,"U-shaped",402,45
"T2404","2020-2025","EB-tree",-3.08665214597819,0.0376398072905255,-0.665366616981695,0.954929658551372,58.2507091716337,30.5577490736439,"U-shaped",353,46
"T2405","2020-2025","DB-tree",-2.9201202199779,0.0991842959932577,-1.25275341887552,1.17774657888003,43.6084544071793,31.5126787321953,"U-shaped",303,32
"T2406","2020-2025","EB-tree",-2.2463420300984,0.0290534234159505,-1.478824730335,1.11408460164327,41.061975317709,16.0746492522814,"Declined",399,54
"T2407","2020-2025","DB-tree",-3.05038121828671,-0.0748093192719685,-0.780784265666779,1.11408460164327,48.0647928137524,11.4591559026165,"Declined",379,30
"T2408","2020-2025","DB-tree",-2.2348201501306,-0.0205962310312449,-1.32639280562619,0.954929658551372,42.4943698055361,9.42197263104021,"Declined",263,37
"T2409","2020-2025","EB-tree",-2.43578973174139,-0.0128456500391068,-0.76118422953191,1.05042262440651,45.1363418608615,8.11690209768666,"Declined",556,106
"T2410","2020-2025","EB-tree",-2.38391500649372,0.055988665986419,-1.36333593131572,1.05042262440651,44.340567145402,27.8521150410817,"U-shaped",430,67
"T2411","2020-2025","EB-tree",-3.10230255447464,0.098850601865117,-1.10202497586576,1.05042262440651,42.3352148624442,40.7436654315252,"U-shaped",370,43
"T2412","2020-2025","EB-tree",-2.50469954722016,0.0636553389226533,-1.15023940600392,1.01859163578813,40.8391583973803,40.8391583973803,"U-shaped",318,59
"T2413","2020-2025","EB-tree",-2.755148765368,-0.178743520324718,0.181676316136631,1.01859163578813,39.9478907160657,10.2177473464997,"Declined",225,40
"T2414","2020-2025","EB-tree",-2.60214664130812,-0.041343357777056,-0.280357431640258,1.01859163578813,43.6084544071793,28.2659178931206,"Declined",243,51
"T2415","2020-2025","DB-tree",-2.67875224565029,-0.0757131008651882,-0.0133021734094739,1.01859163578813,71.9380342775367,17.5070437401085,"Declined",138,29
"T2416","2020-2025","DB-tree",-2.38694104388098,-0.569739236128324,1.5777389032715,1.05042262440651,59.8422586025526,10.1859163578813,"Unimodal",130,32
"T2417","2020-2025","DB-tree",-4.07287773189086,0.087706516949849,-0.579155727921161,1.27323954473516,61.2746530903797,61.2746530903797,"U-shaped",60,6
"T2418","2020-2025","DB-tree",-3.59800357602047,-0.221846943991746,1.40821640871474,1.11408460164327,68.1183156433312,21.9633821466816,"Unimodal",44,11
